prompt,prompt_len,target
"Margaret of Bavaria, Duchess of Slavonia",9,0
Caroline Matilda of Great Britain,6,0
"Simon I, Count of Tecklenburg",9,1
Eva Perón,4,0
Jeanne d'Albret,6,0
Wenzel Parler,5,1
Countess Palatine Elisabeth Auguste of Sulzbach,10,0
Henri Arnaud,3,1
Marie of Lorraine,4,0
Heinrich II. von Hoya,7,1
"Godfrey I, Count of Verdun",8,1
Soong Ching-ling,6,0
Duchess Elisabeth of Württemberg,7,0
Thomas Blunville,5,1
Guillaume de Vergy,5,1
Anne of France,4,0
Diana Rigg,4,0
Louis the Child,4,1
Karl Eduard von Holtei,6,1
Johanna Magdalena of Saxe-Altenburg,9,0
Sophia Brahe,4,0
Kaliman Asen II of Bulgaria,8,1
Eilika of Schweinfurt,8,0
"Hedwig of France, Countess of Nevers",10,0
Marie Karoline von Fuchs-Mollard,9,0
Sophia of Rheineck,5,0
Geeta Sane,4,0
Knut Alvsson,6,1
Anabella Drummond,4,0
Wilhelm Bousset,4,1
Artemisia Gentileschi,5,0
Johann Karl Herberstein,6,1
Roberto di Ridolfi,6,1
Johann Jakob Froberger,5,1
Costanza da Varano,6,0
Charlotte of Hesse-Homburg,7,0
Heinrich III. von Sax,6,1
Adriaen van de Venne,8,1
Jean-Jacques de Mesmes,7,1
Gervase Markham,5,1
Isabelle de Sabran,5,0
"Ernst Gunther, Duke of Schleswig-Holstein",9,1
Lukas Fugger,4,1
Pieter Bast,3,1
Liang Xi,3,1
Willem II van Naaldwijk,7,1
George II Rákóczi,7,1
Hieronymus Karl Graf von Colloredo-Mansfeld,12,1
George II Rákóczi,7,1
Koljo Adam,4,1
Stephen Hagiochristophorites,7,1
Princess Luise Dorothea of Prussia,7,0
Francis II of Naxos,6,1
"Margaret of Bohemia, Queen of Hungary",8,0
Dorothée Pullinger,6,0
Princess Elisabeth of Saxony,5,0
Hassan-i Sabbah,6,1
Kim Hunter,3,0
Peter Ernst I von Mansfeld-Vorderort,11,1
Beatrice of Ornacieux,6,0
Polyxena of Hesse-Rheinfels-Rotenburg,13,0
Bram Stoker,4,1
William de Cornhill,5,1
"Lucia, Countess of Tripoli",6,0
Hans Rudolf Werdmüller,6,1
Agnes of Baden,4,0
Maria of Calabria,4,0
Daniel Boemle,5,1
"Anne Brandon, Baroness Grey of Powys",9,0
Francesco Stancaro,4,1
Richard Bancroft,3,1
Anna von Bolanden,5,0
"Alan, 1st Earl of Richmond",9,1
Agnes de Percy,4,0
Pang Tong,3,1
Inger Ottesdotter Rømer,9,0
Princess Anastasia Ivanovna Trubetskaya,9,0
Maria Nagaya,4,0
Florian Reichssiegel,5,1
Countess Palatine Barbara of Zweibrücken-Neuburg,13,0
Gilles Joye,4,1
Stephen of Tournai,5,1
John Philip of Lamberg,6,1
Zeger Bernhard van Espen,7,1
Josua Ultzheimer,6,1
Margaret of Savoy,4,0
Johann Jacob von Wallhausen,6,1
Natalie Clifford Barney,4,0
Matilda of Flanders,5,0
"Henry II the Good, Count of Stade",9,1
Angelo Barbarigo,4,1
Johann Rudolf Tschiffeli,6,1
Anna of Brandenburg-Ansbach-Kulmbach,11,0
"Constance of Aragon, Queen of Sicily",9,0
Gustav Quentell,5,1
Sibylle Christine of Anhalt-Dessau,10,0
Elvira of Toro,5,0
Sibylle of Bavaria,5,0
Yaroslav Osmomysl,7,1
Margherita Gonzaga,4,0
Anna Ovena Hoyer,6,0
Lady Xuanhua,4,0
Joseph von Sonnenfels,5,1
"Marjorie, Countess of Carrick",7,0
Geoffrey II of Briel,6,1
Ibn 'Ata Allah,5,1
Hedwig von Gutenstein,6,0
Margarita de la Cerda,7,0
John III Doukas Vatatzes,7,1
Johann Adam Kulmus,5,1
Sophia of Wittelsbach,6,0
Lady Jane Grey,4,0
Paolo di Giovanni Fei,5,1
"Isabel Neville, Duchess of Clarence",7,0
Olga Meyer,3,0
Balthasar,4,1
Simon Louis du Ry,5,1
Ahmad al-Muqtadir,8,1
Urraca Sánchez of Pamplona,6,0
Henriette von Crayen,6,0
Hans Schmidt-Isserstedt,7,1
Anna Dalassene,5,0
William II of Geneva,5,1
Francesco di Giorgio,4,1
Abraham Wheelocke,5,1
Mariana Victoria of Spain,5,0
Huangfu Mi,4,1
Maria of Jever,5,0
Robert Fitz Richard,4,1
Anarawd ap Rhodri,7,1
Louise of Mecklenburg-Güstrow,8,0
Adriana Spilberg,5,0
Joan of England,4,0
Prince Adalbert of Prussia,6,1
"Anne of Austria, Queen of Poland",8,0
Wang Gui,3,1
Federico García Lorca,4,1
Duchess Helene of Mecklenburg-Schwerin,9,0
Leonhard Euler,4,1
John Scolvus,5,1
Þórunn Ormsdóttir,10,0
Anna Pogwisch,5,0
Obadiah ben Abraham,6,1
Christina of Denmark,4,0
Liu Congyi,4,1
Filippo Corradi,5,1
William of Aumelas,6,1
Maria Afonso,3,0
Yan Yan,3,1
Frida Schuhmacher,4,0
John Sarkander,4,1
"Eleanor, Countess of Vermandois",8,0
Dorothea Hedwig of Brunswick-Wolfenbüttel,11,0
"Marie I de Coucy, Countess of Soissons",11,0
Khutulun,4,0
Giovanni Aldobrandini,6,1
Esther Szekeres,4,0
Karl Friedrich Bahrdt,6,1
Franciscus Quaresmius,6,1
Sancho III Mitarra of Gascony,9,1
Almanzor,4,1
Laura de Noves,5,0
Elsie MacGill,5,0
Beatrix,3,0
Wojciech Kaunitz,6,1
Vannozza dei Cattanei,7,0
Heinrich von Neuenburg,5,1
Yolande of Dreux,7,0
Marie Anne Mancini,4,0
Archduchess Maria Anna of Austria,8,0
Bertrand du Guesclin,5,1
Georg Neumark,4,1
"Margaret Douglas, Fair Maid of Galloway",8,0
Domenico Rosselli,5,1
Veit Stoss,5,1
Haduwy von Herford,7,0
"Julius Frederick, Duke of Württemberg-Weiltingen",11,1
Richard Strauss,3,1
Charles Bronson,3,1
Caroline Matilda of Great Britain,6,0
Anna of Cieszyn,6,0
Julian of Toledo,4,1
John Jewel,3,1
Andreas Daniel von Raunach,7,1
Mayken Verhulst,6,0
"August Philipp, Duke of Schleswig-Holstein-Sonderburg-Beck",14,1
Pietro Polani,4,1
François-Augustin de Paradis de Moncrif,11,1
Pietro Metastasio,5,1
"Henry II of Luxembourg, Lord of Ligny",10,1
Juliette Gréco,5,0
"Otto IV, Count of Wittelsbach",9,1
Eulogius of Córdoba,6,1
"Gaston III, Count of Foix",9,1
Judith of Bavaria,4,0
Liu You,3,1
Ralph Bloet,4,1
Salomea of Poland,6,0
Cornelius Gemma,4,1
"Odo III, Duke of Burgundy",8,1
Fujiwara Akiko,5,0
Isabella of Aragon,4,0
"Margaret of Flanders, Duchess of Brabant",8,0
Simonetta Vespucci,6,0
Peter Schöffer,4,1
Paschasius Radbertus,7,1
Antoninus of Pamiers,7,1
Oliver FitzRoy,4,1
Giorgio Gandini del Grano,7,1
Friedrich Wilhelm Joseph Schelling,6,1
Lady Wu Hanyue,6,0
"Sophie, Countess of Bar",6,0
Adam of Eynsham,6,1
Paul of the Cross,5,1
Juan de Torquemada,5,1
Johann Heinrich Hottinger,5,1
Heinrich Georg Bronn,5,1
Juan Andrés de Ustariz,7,1
Matilda of Amboise,6,0
Rogier van der Weyden,7,1
Hans Bornemann,4,1
Simeon Uroš,6,1
Friedrich Leo,3,1
Anton Flavian de Ripa,7,1
Henry II of Vianden,6,1
Marie Eleonore of Cleves,7,0
Imiza of Luxembourg,5,0
Alice Barnham,4,0
"George I, Prince of Anhalt-Dessau",11,1
Michael Bourtzes,5,1
Abraham Abramson,4,1
Janice E. Voss,5,0
Hans Jakob Ettlingen,5,1
Wolfgang Brezinka,5,1
"Cosimo III de' Medici, Grand Duke of Tuscany",12,1
Yoshida Kanetomo,5,1
Alto of Altomünster,6,1
Geoffroy I,4,1
"John, Margrave of Brandenburg-Kulmbach",11,1
Barbara Stratzmann,5,0
Poliziano,4,1
Georg Ludwig Carius,5,1
Ernst Ziller,4,1
Christian Friedrich Nasse,5,1
Heinrich Ernst Beyrich,5,1
Suk-bin Choe,6,0
"Edmund de Stafford, 1st Baron Stafford",10,1
Franz Boehm,4,1
Joseph Schröter,4,1
Elvira Anes da Maia,7,0
Siegfried Jacobsohn,5,1
Matilda of Brabant,5,0
Elizabeth of Nevers,5,0
Nicholas of Lynn,4,1
Karl Friedrich Wilhelm Herrosee,7,1
Hannah Arendt,4,0
Catherine of Bulgaria,4,0
Ada of Holland,4,0
"Agnes of Bavaria, Margravine of Brandenburg-Stendal",13,0
Étienne Peson,4,1
Marie of Hesse-Kassel,7,0
"John II, Duke of Opava-Ratibor",12,1
Isabella d'Este,5,0
Bernard van Orley,5,1
Duchess Sabine of Württemberg,7,0
Bartolomea Riccoboni,7,0
Samuel von Schmettau,6,1
Magdalena Sibylle of Saxe-Weissenfels,10,0
Ferdinand Julius von Troyer,6,1
Elisabeth of Brunswick-Wolfenbüttel,8,0
Elizabeth Blackwell,3,0
John Purvey,4,1
Agnès Sorel,5,0
Dietrich Brandis,5,1
Yang Guifei,5,0
Giovanni Soranzo,4,1
Hugo of Moncada,5,1
Princess Mathilde of Saxony,5,0
Melania the Younger,5,0
John IX,3,1
Empress Sima Maoying,7,0
Rahel la Fermosa,6,0
Joan of Lancaster,4,0
Caroline Schelling,4,0
Julia Minor,3,0
Helen Blanchard,3,0
Niccolò di Segna,7,1
Lothar Friedrich von Metternich-Burscheid,12,1
Johann David Heinichen,5,1
Candida the Elder,5,0
Milica Hrebeljanović,7,0
Yejong of Goryeo,8,1
"William de Clinton, 1st Earl of Huntingdon",11,1
Andreas Helwig,4,1
Blanche of Namur,5,0
Remigio dei Girolami,7,1
Francesco Villamena,4,1
Constance of Aragon,5,0
Philipp Bouhler,4,1
Íte of Killeedy,7,0
Wilhelm Waiblinger,5,1
Ida Rolf,3,0
"Gertrude of Babenberg, Duchess of Bohemia",10,0
Bonne of Artois,5,0
Willa of Tuscany,5,0
Hugh Bigod,4,1
Irmina of Oeren,6,0
Princess Alexandra of Bavaria,5,0
Anna of Hungary,4,0
Agnese Maddalena di Anhalt-Dessau,11,0
Sun Chuo,4,1
Llywelyn the Great,7,1
Salome of Greater Poland,6,0
"Beatrice I, Countess of Burgundy",7,0
Luise von Göchhausen,7,0
Cassandra Fedele,4,0
Nicolas de Nonancour,6,1
Vicente Espinel,4,1
Hanna Reitsch,4,0
François Villon,4,1
Frances of Rome,4,0
Beatrice of Luxembourg,4,0
Felicia of Roucy,6,0
Luca Signorelli,4,1
Hedwig von Gutenstein,6,0
Laodice,4,0
Empress Dowager Cixi,7,0
Sylvia de Arruda Botelho Bittencourt,11,0
Jean Desmarets,5,1
Agnes of Meissen,5,0
Emilie Schindler,4,0
Isabella of Brittany,4,0
Charlotte Birch-Pfeiffer,6,0
Heinrich Sudermann,5,1
Maud de Clare,5,0
Jacques Chirac,4,1
Margaretha Kettler,6,0
Stephen Uroš IV Dušan of Serbia,9,1
Élisabeth Sophie Chéron,6,0
Ademar Jordan,4,1
Christina Ebner,4,0
John J. Morgan,5,1
Karl Dall,3,1
Fu Pi,3,1
queen Janghwa,5,0
"Min, Marquis of Jin",6,1
Kata Bethlen,4,0
Jan Sokol z Lamberka,8,1
Empress Yuan Leshang,6,0
Anna Komnene Angelina,5,0
"Thoros I, Prince of Armenia",8,1
Christiane Sophie Charlotte of Brandenburg-Bayreuth,10,0
Nicky Hopkins,3,1
Clotilde,3,0
Camilla Gonzaga,3,0
Klaus Heinrich,3,1
Colman mac Duagh,6,1
Maria Josepha of Bavaria,6,0
Carl Ludwig Siegel,4,1
Willem I van Boxtel,6,1
"Anne Hastings, Countess of Pembroke",7,0
Wenceslaus II of Bohemia,7,1
Hans Ulrich von Schaffgotsch,8,1
"Anne Brandon, Baroness Grey of Powys",9,0
Richard Norris Williams,4,1
Dita Parlo,5,0
"Conrad II, Duke of Bohemia",7,1
"William V, Landgrave of Hesse-Kassel",11,1
John Gervais,4,1
Georgia O'Keeffe,6,0
Empress Xiangong,5,0
Hildegard von Stein,5,0
Johannes Aventinus,4,1
Neri di Bicci,6,1
Björn Eriksson,3,1
Antonio Vivarini,4,1
Eugène Charles Catalan,5,1
Johann Karl Wilhelm Voigt,5,1
La Jana,3,0
Haduwy von Herford,7,0
Carl Joseph Anton Mittermaier,6,1
Marina Fernández de Córdoba,5,0
Afonso I of Kongo,6,1
Elise Reimarus,5,0
Diego González de Iguña,6,1
Heinrich Müller,3,1
Cleopatra IV of Egypt,6,0
Godfrey of Brabant,5,1
Joseph Fischhof,4,1
Christian August Vulpius,5,1
Henry of Trégor,6,1
Louis Antoine de Pardaillan de Gondrin,10,1
Countess Palatine Dorothea Sophie of Neuburg,9,0
Drąsius Kedys,6,1
Hortense Mancini,5,0
William I of Guelders and Jülich,10,1
Peter Numagen,4,1
Cleopatra III of Egypt,6,0
Elias of London,4,1
Dou Kang,3,1
Sarah Fielding,3,0
Georges Duhamel,4,1
Atilano,3,1
Florence Violet McKenzie,4,0
"Margaret of Savoy, Duchess of Anjou",9,0
Regina Protmann,4,0
"Dorothea of Denmark, Electress Palatine",9,0
Johann Holzer,4,1
Eleanor of Normandy,4,0
Duchess Auguste Elisabeth of Württemberg,8,0
Eleanor of Lancaster,4,0
Bertrade de Montfort,6,0
Karl Joseph Simrock,5,1
"Thomas FitzAlan, 12th Earl of Arundel",12,1
Philippe de Rémi,5,1
Agnes Bernauer,4,0
Francesco Guistiniano di Garibaldo,9,1
Countess Anna of Nassau,6,0
Jan IV of Nassau,5,1
Duchess Luise of Brunswick-Wolfenbüttel,11,0
Liu Rengui,4,1
Emperor Taiwu of Northern Wei,7,1
"Beatrice, Countess of Arundel",6,0
Leonora Dori,5,0
Thomas Nashe,4,1
Lita Grey,4,0
Margaret of Bar,4,0
Catherine of Cleves,5,0
Hildegard von Henneberg,6,0
François Sudre,4,1
Ginevra d'Este,7,0
Empress Xu,4,0
Christopher I of Denmark,5,1
Qutb ad-Din Haydar,9,1
"Udo II, Margrave of the Nordmark",10,1
François Rabelais,5,1
Elizabeth of Aragon,4,0
Gabrielle-Suzanne de Villeneuve,6,0
Fang Hui,3,0
Johann von Mutterstadt,5,1
Maria of Trebizond,6,0
Louisa Ulrika of Prussia,6,0
Beatrice Fieschi,5,0
Evangelista Torricelli,6,1
Miles Franklin,3,0
Mary of Egypt,4,0
Saint Ingrid of Skänninge,7,0
Jacques Gélu,4,1
Al-Salih Salih,7,1
Hieronymus Schurff,5,1
Maria Josepha of Bavaria,6,0
Jeanne Guyon,4,0
Mary of Guelders,6,0
Auguste Dorothea von Braunschweig-Wolfenbüttel,9,0
Jan van Heelu,5,1
Mechtild of Nassau,6,0
Duchess Marie of Württemberg,7,0
Fritz Steinbach,4,1
Melania the Younger,5,0
Juana de Lara,5,0
"John Augustus, Prince of Anhalt-Zerbst",11,1
Henryk Dmochowski,7,1
Bertila de Chelles,6,0
Bao Si,3,0
Princess Maria Christina of Saxony,6,0
Heinrich,2,1
Herta Oberheuser,6,0
Yolande of Anjou,7,0
Claudia Octavia,3,0
Philippe de La Hire,5,1
Princess Adelheid of Anhalt-Bernburg-Schaumburg-Hoym,16,0
Antun Vramec,6,1
Wumen Huikai,5,1
Eudoxia Streshneva,8,0
Elena Glinskaya,5,0
Beatrice of Bari,4,0
Concubine Qi,5,0
William Stanley,3,1
"Catherine of Valois, Countess of Charolais",11,0
Andrew of Galicia,4,1
Menander,3,1
Margaret Ball,3,0
Wulfhild of Norway,6,0
Roger Deslaur,5,1
Henryk Julian Gay,5,1
Adelheid II. von Büren,8,0
"Marie of Brittany, Countess of Saint-Pol",10,0
Mary Díaz de Vívar,6,0
"Agnes I, Countess of Nevers",8,0
Maud de Clare,5,0
Henriette Hirschfeld-Tiburtius,9,0
Ladislaus von Gielniów,8,1
Charlotte Marguerite de Montmorency,7,0
Al-Muqtadi,6,1
Elisabeth Kulmann,4,0
Consort Xiao,4,0
Kristinas Astikas,6,1
Judith of Guelders,6,0
"Elisabeth of Bavaria, Electress of Brandenburg",9,0
Louisa Maria Teresa Stuart,5,0
Francesco Fracanzano,5,1
"Petronilla de Grandmesnil, countess of Leicester",13,0
"Cesare d'Este, Duke of Modena",10,1
Alexandra Velyaminova,6,0
Otto Bütschli,5,1
Sima Zhou,4,1
Matteo II Visconti,4,1
Jean d'Aulon,6,1
Johann Ludwig Ferdinand Arnoldi,6,1
Zhang Changpu,4,0
Nijō Kanemoto,7,1
Cornelia Gallonia,5,0
"Johanna of Hanau-Lichtenberg, Countess of Eberstein",14,0
Ilse Steppat,6,0
John of Islay,5,1
Olive Dennis,3,0
"Beatrice of Savoy, Lady of Villena",9,0
Agnes van de Palts,6,0
Juana Manuel,4,0
Gervase of Canterbury,6,1
Lucrezia Tornabuoni,7,0
Agnes of Austria,4,0
Janice E. Voss,5,0
"Ana de Mendoza, Princess of Eboli",9,0
"Edward, Duke of Guelders",8,1
"Michael de la Pole, 3rd Earl of Suffolk",12,1
Sophia of Hanover,4,0
Caterina Malatesta,6,0
"Anne of Austria, Landgravine of Thuringia",12,0
James Steuart,4,1
Arno Arthur Wachmann,6,1
María de Cervelló,6,0
Peter Steiner,3,1
Song Ruoshen,5,0
Jakob Ayrer,4,1
Altoman Vojinović,7,1
"Roger Mortimer, 1st Baron Mortimer",9,1
Benoîte Rencurel,6,0
Ichijō Kanesada,7,1
Louise of Mecklenburg-Güstrow,8,0
Princess Antoinette of Saxe-Coburg-Saalfeld,12,0
Sophie von Dönhoff,6,0
Henry III of France,5,1
Margaret of Ravensberg,5,0
Hortense Mancini,5,0
Helen of Bosnia,4,0
Marfa Apraksina,7,0
Gustav Stiehle,5,1
Princess Mathilde Caroline of Bavaria,6,0
Berthold Lasker,5,1
Stéphanie de Barbaron,7,0
"Alice Comyn, Countess of Buchan",9,0
Brigit of Kildare,5,0
Martha Wölger,5,0
William I van Brederode,7,1
Salome I,4,0
António de Abreu,5,1
Peter of Eboli,5,1
Eleanor of Castile I,5,0
Amata of Assisi,5,0
Johannes Hartlieb,4,1
Hedvig Charlotta Nordenflycht,8,0
Johan IV van Merode,6,1
August Philip of Limburg Stirum,7,1
"William Frederick, Margrave of Brandenburg-Ansbach",11,1
Efim Bogoljubov,7,1
Charlotte Guillard,4,0
Elisabeth Hevelius,5,0
Beata of Sens,5,0
Elisabeth of Nuremberg,4,0
"Elisabeth of Hesse, Electress Palatine",8,0
Bernhard Rust,3,1
Eric XI of Sweden,5,1
Lorenzo Lotto,3,1
Edmund Grindal,4,1
Allene Ray,4,0
Emma of Hauteville,5,0
Jeanne d'Évreux,7,0
Sara Copia Sullam,6,0
Bishop Gillebert,5,1
Li Shizhen,4,1
Barbara Robbins,3,0
Antonio Gherardi,4,1
Giovanna degli Albizzi,6,0
David Veit,4,1
Ali al-Akbar ibn Husayn,9,1
Rhun Hir ap Maelgwn,9,1
Christian Charles Josias von Bunsen,8,1
Helena Curtens,4,0
Pauline Krone,3,0
"Сибукава, Ёсиюки",10,1
Giulia Della Rena,5,0
"Philip Howard, 20th Earl of Arundel",11,1
Friedrich III Edelfreier von Truhendingen,10,1
Bertha von Groitzsch,7,0
Prince Wilhelm of Prussia,5,1
Olga Chekhova,5,0
Irene Angelina,3,0
Irene Angelina,3,0
Matilda of Carinthia,7,0
Marie Louise Gonzaga,4,0
"Pierre de Bourdeille, seigneur de Brantôme",11,1
Orlando Bonsignori,5,1
"Edmund Stafford, 5th Earl of Stafford",10,1
Villana de' Botti,7,0
Aminah,3,0
Shin Kyuk-ho,6,1
Eudoxia Lopukhina,7,0
Gerold Edlibach,6,1
Johannes Bugenhagen,5,1
Hedwig of Meissen,6,0
Hans Conrad Werdmüller,6,1
Andrea Dandolo,4,1
Hedwig of the Palatinate-Sulzbach,12,0
"Margaret of Burgundy, Duchess of Bavaria",8,0
Helena Angelina Ducaina,5,0
Kathleen Lonsdale,4,0
Gaspar Fernández,4,1
Paul von Rennenkampf,5,1
"Enno III, Count of East Frisia",10,1
Mary of Enghien,5,0
Zhang Xun,3,1
Marina the Monk,4,0
Su Wu,3,1
Empress Liu,4,0
Catherine of Poděbrady,7,0
Emma of Normandy,4,0
Guan Daosheng,5,0
Chang Jian,3,1
Clarice de' Medici,6,0
Ermesinda of Bigorre,7,0
Anne Bonny,4,0
Flávio Ataúlfo de Coimbra,9,1
Agnes von Staufen,5,0
Marie Touchet,4,0
Heilwig of Lippe,6,0
Inés de Suárez,5,0
Princess Marie Louise of Savoy,6,0
Jacoba of Settesoli,7,0
Albert von Maybach,5,1
Leonor Sánchez de Castilla,6,0
Cleopatra V or VI of Egypt,8,0
Theodora of Thessaloniki,5,0
Samuel ben Hofni,5,1
Lucia da Valcaldara,7,0
Ariana Nozeman,4,0
Diana Glauber,4,0
